X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-5.960000e-02,1.000000e-04
0,8.00e-01,-8.00e-03,
1,-4.00e-01,1.60e-02,
2,-4.00e-01,-8.00e-03,
3,8.00e-01,1.60e-02,
4,8.00e-01,-8.00e-03,
5,0.00e+00,1.60e-02,
6,8.00e-01,1.60e-02,
7,0.00e+00,-8.00e-03,
8,0.00e+00,1.60e-02,
9,1.60e+00,-8.00e-03,
10,1.20e+00,-4.00e-03,
11,4.00e-01,2.00e-02,
12,4.00e-01,-4.00e-03,
13,2.00e+00,2.00e-02,
14,2.40e+00,0.00e+00,
15,8.00e-01,2.00e-02,
16,8.00e-01,2.00e-02,
17,2.40e+00,-4.00e-03,
18,2.40e+00,0.00e+00,
19,1.20e+00,2.00e-02,
20,1.60e+00,2.00e-02,
21,4.00e-01,0.00e+00,
22,1.20e+00,2.40e-02,
23,0.00e+00,0.00e+00,
24,0.00e+00,2.40e-02,
25,1.20e+00,0.00e+00,
26,1.20e+00,4.00e-03,
27,0.00e+00,2.80e-02,
28,4.00e-01,2.80e-02,
29,1.20e+00,4.00e-03,
30,4.00e-01,2.80e-02,
31,1.60e+00,4.00e-03,
32,1.60e+00,8.00e-03,
33,8.00e-01,3.20e-02,
34,1.60e+00,8.00e-03,
35,0.00e+00,3.20e-02,
36,1.20e+00,8.00e-03,
37,0.00e+00,3.60e-02,
38,4.00e-01,3.20e-02,
39,1.60e+00,1.20e-02,
40,1.20e+00,1.20e-02,
41,0.00e+00,3.60e-02,
42,4.00e-01,1.60e-02,
43,2.00e+00,3.60e-02,
44,4.00e-01,1.20e-02,
45,1.60e+00,4.00e-02,
46,1.60e+00,1.60e-02,
47,0.00e+00,4.00e-02,
48,0.00e+00,1.60e-02,
49,1.60e+00,4.00e-02,
50,1.60e+00,2.00e-02,
51,4.00e-01,4.00e-02,
52,8.00e-01,1.60e-02,
53,-4.00e-01,4.00e-02,
54,8.00e-01,4.00e-02,
55,-4.00e-01,1.60e-02,
56,-4.00e-01,4.00e-02,
57,1.60e+00,2.00e-02,
58,1.60e+00,5.20e-02,
59,4.00e-01,2.00e-02,
60,0.00e+00,2.00e-02,
61,1.20e+00,4.40e-02,
62,0.00e+00,4.00e-02,
63,1.20e+00,2.00e-02,
64,4.00e-01,2.00e-02,
65,-8.00e-01,4.40e-02,
66,0.00e+00,2.00e-02,
67,1.20e+00,4.40e-02,
68,1.20e+00,4.40e-02,
69,4.00e-01,2.00e-02,
70,1.20e+00,2.00e-02,
71,0.00e+00,4.40e-02,
72,1.20e+00,4.40e-02,
73,0.00e+00,2.40e-02,
74,0.00e+00,2.40e-02,
75,1.20e+00,4.40e-02,
76,8.00e-01,2.40e-02,
77,-4.00e-01,4.80e-02,
78,8.00e-01,4.80e-02,
79,-8.00e-01,2.40e-02,
80,-8.00e-01,4.80e-02,
81,1.20e+00,2.00e-02,
82,1.20e+00,2.80e-02,
83,0.00e+00,4.80e-02,
84,4.00e-01,4.80e-02,
85,1.20e+00,2.40e-02,
86,4.00e-01,4.80e-02,
87,1.60e+00,2.80e-02,
88,1.20e+00,5.20e-02,
89,0.00e+00,2.80e-02,
90,8.00e-01,2.80e-02,
91,0.00e+00,4.80e-02,
92,8.00e-01,4.80e-02,
93,0.00e+00,2.80e-02,
94,0.00e+00,4.80e-02,
95,1.20e+00,2.80e-02,
96,1.20e+00,2.80e-02,
97,0.00e+00,5.20e-02,
98,8.00e-01,4.80e-02,
99,0.00e+00,2.80e-02,
100,0.00e+00,2.80e-02,
101,1.20e+00,5.20e-02,
102,1.20e+00,2.80e-02,
103,0.00e+00,5.20e-02,
104,4.00e-01,4.80e-02,
105,1.20e+00,2.80e-02,
106,1.20e+00,2.80e-02,
107,0.00e+00,5.20e-02,
108,0.00e+00,5.20e-02,
109,1.20e+00,2.80e-02,
110,1.20e+00,2.80e-02,
111,0.00e+00,5.20e-02,
112,0.00e+00,3.20e-02,
113,8.00e-01,5.20e-02,
114,-4.00e-01,3.20e-02,
115,8.00e-01,5.20e-02,
116,-4.00e-01,5.20e-02,
117,1.20e+00,3.20e-02,
118,0.00e+00,5.20e-02,
119,1.20e+00,3.20e-02,
120,0.00e+00,5.20e-02,
121,8.00e-01,2.80e-02,
122,8.00e-01,5.20e-02,
123,0.00e+00,3.20e-02,
124,8.00e-01,3.20e-02,
125,-4.00e-01,5.60e-02,
126,8.00e-01,3.20e-02,
127,0.00e+00,5.60e-02,
128,8.00e-01,2.12e-01,
129,-1.20e+00,3.20e-02,
130,-1.60e+00,4.00e-02,
131,4.00e-01,6.40e-02,
132,0.00e+00,4.40e-02,
133,1.60e+00,6.80e-02,
134,1.60e+00,4.80e-02,
135,8.00e-01,7.20e-02,
136,1.60e+00,7.20e-02,
137,4.00e-01,4.80e-02,
138,1.60e+00,7.20e-02,
139,8.00e-01,4.80e-02,
140,1.60e+00,7.20e-02,
141,4.00e-01,5.20e-02,
142,1.60e+00,7.20e-02,
143,4.00e-01,4.80e-02,
144,8.00e-01,4.80e-02,
145,2.40e+00,7.20e-02,
146,1.60e+00,6.80e-02,
